SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.4, 0.3,0.3, 12.5, 12.5, 400, 200, 0, 4000, 0, 1, 0, 1, 9.64
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.4, 0.3,0.3, 12.5, 12.5, 400, 200, 0, 4000, 0, 1, 0, 2, 9.8
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.4, 0.3,0.3, 12.5, 12.5, 400, 200, 0, 4000, 0, 1, 0, 3, 9.8
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.4, 0.3,0.3, 12.5, 12.5, 400, 200, 0, 4000, 0, 1, 0, 4, 9.8
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.4, 0.3,0.3, 12.5, 12.5, 400, 200, 0, 4000, 0, 1, 0, 5, 9.8
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.3, 0.4, 0.3,0.3, 12.5, 12.5, 400, 200, 0, 4000, 0, 1, 0, 6, 9.8
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.1, 0.4, 0.3,0.3, 12.5, 12.5, 400, 200, 0, 4000, 0, 1, 0, 1, 35.01
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.1, 0.4, 0.3,0.1, 12.5, 12.5, 400, 200, 0, 4000, 0, 1, 0, 1, 28.1
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.1, 0.4, 0.3,0.1, 12.5, 12.5, 400, 200, 0, 4000, 0, 1, 0, 2, 19.55
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.1, 0.4, 0.3,0.1, 12.5, 12.5, 400, 200, 0, 4000, 0, 1, 0, 3, 11.71
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.1, 0.4, 0.3,0.1, 12.5, 12.5, 400, 200, 0, 4000, 0, 1, 0, 4, 11.35
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.1, 0.4, 0.3,0.1, 12.5, 12.5, 400, 200, 0, 4000, 0, 1, 0, 5, 11.35
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.1, 0.4, 0.3,0.1, 12.5, 12.5, 400, 200, 0, 4000, 0, 1, 0, 6, 11.35
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.1, 0.4, 0.3,0.1, 12.5, 12.5, 400, 200, 0, 4000, 0, 1, 0, 7, 11.35
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.1, 0.4, 0.3,0.1, 12.5, 12.5, 400, 200, 0, 4000, 0, 1, 0, 8, 11.35
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.1, 0.4, 0.3,0.1, 12.5, 12.5, 400, 200, 0, 4000, 0, 1, 0, 9, 11.35
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.1, 0.3, 0.4,0.1, 12.5, 12.5, 400, 200, 0, 4000, 0, 1, 0, 1, 35.43
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.1, 0.3, 0.4,0.1, 12.5, 12.5, 400, 200, 0, 4000, 0, 1, 0, 2, 13.79
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.1, 0.3, 0.4,0.1, 12.5, 12.5, 400, 200, 0, 4000, 0, 1, 0, 3, 11.91
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.1, 0.3, 0.4,0.1, 12.5, 12.5, 400, 200, 0, 4000, 0, 1, 0, 4, 11.33
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.1, 0.3, 0.4,0.1, 12.5, 12.5, 400, 200, 0, 4000, 0, 1, 0, 5, 11.34
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.1, 0.1, 0.3,0.1, 12.5, 12.5, 400, 200, 0, 4000, 0, 1, 0, 1, 27.75
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.1, 0.1, 0.3,0.1, 12.5, 12.5, 400, 200, 0, 4000, 0, 1, 0, 2, 22.73
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.1, 0.1, 0.3,0.1, 12.5, 12.5, 400, 200, 0, 4000, 0, 1, 0, 3, 15.17
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.1, 0.1, 0.3,0.1, 12.5, 12.5, 400, 200, 0, 4000, 0, 1, 0, 4, 14.51
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.1, 0.1, 0.3,0.1, 12.5, 12.5, 400, 200, 0, 4000, 0, 1, 0, 5, 11.72
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.1, 0.1, 0.3,0.1, 12.5, 12.5, 400, 200, 0, 4000, 0, 1, 0, 6, 10
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.1, 0.1, 0.3,0.1, 12.5, 12.5, 400, 200, 0, 4000, 0, 1, 0, 7, 9.8
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.1, 0.1, 0.3,0.1, 12.5, 12.5, 400, 200, 0, 4000, 0, 1, 0, 8, 9.8
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.1, 0.1, 0.3,0.1, 12.5, 12.5, 400, 200, 0, 4000, 0, 1, 0, 9, 9.8
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.1, 0.1, 0.3,0.1, 12.5, 12.5, 400, 200, 0, 4000, 0, 1, 0, 10, 9.8
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.1, 0.1, 0.3,0.1, 12.5, 12.5, 400, 200, 0, 4000, 0, 1, 0, 11, 9.8
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.1, 0.3, 0.1,0.1, 12.5, 12.5, 400, 200, 0, 4000, 0, 1, 0, 1, 29.01
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.1, 0.3, 0.1,0.1, 12.5, 12.5, 400, 200, 0, 4000, 0, 1, 0, 2, 14.25
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.1, 0.3, 0.1,0.1, 12.5, 12.5, 400, 200, 0, 4000, 0, 1, 0, 3, 11.74
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.1, 0.3, 0.1,0.1, 12.5, 12.5, 400, 200, 0, 4000, 0, 1, 0, 4, 11.35
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.1, 0.3, 0.1,0.1, 12.5, 12.5, 400, 200, 0, 4000, 0, 1, 0, 5, 11.35
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.1, 0.3, 0.1,0.1, 12.5, 12.5, 400, 200, 0, 4000, 0, 1, 0, 6, 11.35
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.1, 0.3, 0.1,0.1, 12.5, 12.5, 400, 200, 0, 4000, 0, 1, 0, 7, 11.35
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.1, 0.3, 0.1,0.1, 12.5, 12.5, 400, 200, 0, 4000, 0, 1, 0, 8, 11.35
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.1, 0.3, 0.1,0.1, 12.5, 12.5, 400, 200, 0, 4000, 0, 1, 0, 9, 11.35
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.1, 0.3, 0.1,0.1, 12.5, 12.5, 400, 200, 0, 4000, 0, 1, 0, 10, 11.35
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.1, 0.3, 0.1,0.1, 12.5, 12.5, 200, 200, 1, 4000, 0, 1, 0, 1, 8.03
SGD, 1, -9, 1, -9, 128, 128, 128, 128, 0.1, 0.3, 0.1,0.1, 12.5, 12.5, 200, 200, 1, 4000, 0, 1, 0, 2, 9.75
